method	dataset	time
XGBoost	2w_100a_0.4	26312.79
XGBoost	2w_100a_0.4	26372.81
XGBoost	2w_100a_0.4	26400.05
XGBoost	2w_100a_0.4	26400.7
XGBoost	2w_100a_0.4	26359.39
XGBoost	2w_100a_0.4	26313.15
XGBoost	2w_1000a_0.05	29864.86
XGBoost	2w_1000a_0.05	29799.93
XGBoost	2w_1000a_0.05	29882.06
XGBoost	2w_1000a_0.05	29897.17
XGBoost	2w_1000a_0.05	29850.22
XGBoost	2w_1000a_0.05	29896.58
XGBoost	2w_1000a_0.05	29915.07
XGBoost	2w_1000a_0.05	29912.58
XGBoost	2w_1000a_0.05	29947.26
XGBoost	2w_1000a_0.05	29970.62
XGBoost	2w_1000a_0.05	29870.95
XGBoost	2w_1000a_0.05	29936.32
XGBoost	2w_1000a_0.05	29855.04
XGBoost	2w_1000a_0.05	29850.04
XGBoost	2w_1000a_0.05	29893.03
XGBoost	2w_1000a_0.05	29940.24
XGBoost	2w_1000a_0.05	29893.45
XGBoost	2w_1000a_0.05	29967.68
XGBoost	2w_1000a_0.05	29933.12
XGBoost	2w_1000a_0.05	29838.47
XGBoost	2w_1000a_0.05	29924.26
XGBoost	2w_1000a_0.05	29960.63
XGBoost	2w_1000a_0.05	29858.18
XGBoost	2w_1000a_0.05	29864.2
XGBoost	2w_1000a_0.05	29822.04
XGBoost	2w_1000a_0.05	29860.1
XGBoost	2w_1000a_0.05	29948.86
XGBoost	2w_1000a_0.05	29867.83
XGBoost	2w_1000a_0.05	29909.82
XGBoost	2w_1000a_0.05	29880.1
XGBoost	2w_1000a_0.1	30800.0
XGBoost	2w_1000a_0.1	30647.34
XGBoost	2w_1000a_0.1	30327.14
XGBoost	2w_1000a_0.1	30632.1
XGBoost	2w_1000a_0.1	30291.0
XGBoost	2w_1000a_0.1	30320.38
XGBoost	2w_1000a_0.1	30251.13
XGBoost	2w_1000a_0.1	30514.36
XGBoost	2w_1000a_0.1	30160.23
XGBoost	2w_1000a_0.1	30636.99
XGBoost	2w_1000a_0.1	30367.57
XGBoost	2w_1000a_0.1	30771.17
XGBoost	2w_1000a_0.1	30242.57
XGBoost	2w_1000a_0.1	30245.16
XGBoost	2w_1000a_0.1	30327.77
XGBoost	2w_1000a_0.1	30494.44
XGBoost	2w_1000a_0.1	30242.93
XGBoost	2w_1000a_0.1	30200.88
XGBoost	2w_1000a_0.1	30697.48
XGBoost	2w_1000a_0.1	30659.24
XGBoost	2w_1000a_0.1	30265.66
XGBoost	2w_1000a_0.1	30702.01
XGBoost	2w_1000a_0.1	30606.45
XGBoost	2w_1000a_0.1	30771.19
XGBoost	2w_1000a_0.1	30290.34
XGBoost	2w_1000a_0.1	30261.76
XGBoost	2w_1000a_0.1	30355.53
XGBoost	2w_1000a_0.1	30635.69
XGBoost	2w_1000a_0.1	30298.31
XGBoost	2w_1000a_0.1	30617.8
XGBoost	2w_1000a_0.2	30499.94
XGBoost	2w_1000a_0.2	29996.52
XGBoost	2w_1000a_0.2	29878.02
XGBoost	2w_1000a_0.2	30106.47
XGBoost	2w_1000a_0.2	29996.95
XGBoost	2w_1000a_0.2	30439.88
XGBoost	2w_1000a_0.2	30025.51
XGBoost	2w_1000a_0.2	29957.53
XGBoost	2w_1000a_0.2	30026.96
XGBoost	2w_1000a_0.2	29924.92
XGBoost	2w_1000a_0.2	30429.28
XGBoost	2w_1000a_0.2	30084.72
XGBoost	2w_1000a_0.2	29997.68
XGBoost	2w_1000a_0.2	30453.51
XGBoost	2w_1000a_0.2	30090.32
XGBoost	2w_1000a_0.2	29948.66
XGBoost	2w_1000a_0.2	30030.84
XGBoost	2w_1000a_0.2	29988.23
XGBoost	2w_1000a_0.2	29995.85
XGBoost	2w_1000a_0.2	29943.25
XGBoost	2w_1000a_0.2	30121.16
XGBoost	2w_1000a_0.2	29966.67
XGBoost	2w_1000a_0.2	29969.65
XGBoost	2w_1000a_0.2	30484.77
XGBoost	2w_1000a_0.2	29992.4
XGBoost	2w_1000a_0.2	30116.79
XGBoost	2w_1000a_0.2	30035.18
XGBoost	2w_1000a_0.2	30444.0
XGBoost	2w_1000a_0.2	30519.08
XGBoost	2w_1000a_0.2	29961.75
XGBoost	2w_1000a_0.4	26543.04
XGBoost	2w_1000a_0.4	26509.04
XGBoost	2w_1000a_0.4	26530.79
XGBoost	2w_1000a_0.4	26502.44
XGBoost	2w_1000a_0.4	26465.53
XGBoost	2w_1000a_0.4	26455.69
XGBoost	2w_1000a_0.4	26425.88
XGBoost	2w_1000a_0.4	26504.91
XGBoost	2w_1000a_0.4	26578.71
XGBoost	2w_1000a_0.4	26444.99
XGBoost	2w_1000a_0.4	26530.1
XGBoost	2w_1000a_0.4	26505.15
XGBoost	2w_1000a_0.4	26518.23
XGBoost	2w_1000a_0.4	26522.49
XGBoost	2w_1000a_0.4	26437.86
XGBoost	2w_1000a_0.4	26534.91
XGBoost	2w_1000a_0.4	26456.33
XGBoost	2w_1000a_0.4	26440.35
XGBoost	2w_1000a_0.4	26582.53
XGBoost	2w_1000a_0.4	26506.46
XGBoost	2w_1000a_0.4	26477.78
XGBoost	2w_1000a_0.4	26495.4
XGBoost	2w_1000a_0.4	26461.55
XGBoost	2w_1000a_0.4	26552.03
XGBoost	2w_1000a_0.4	26541.51
XGBoost	2w_1000a_0.4	26553.98
XGBoost	2w_1000a_0.4	26517.8
XGBoost	2w_1000a_0.4	26532.66
XGBoost	2w_1000a_0.4	26514.39
XGBoost	2w_1000a_0.4	26480.47
XGBoost	2w_5000a_0.05	31609.48
XGBoost	2w_5000a_0.05	31638.07
XGBoost	2w_5000a_0.05	31602.61
XGBoost	2w_5000a_0.05	31563.98
XGBoost	2w_5000a_0.05	31548.7
XGBoost	2w_5000a_0.05	31620.96
XGBoost	2w_5000a_0.05	31530.5
XGBoost	2w_5000a_0.05	31582.21
XGBoost	2w_5000a_0.05	31547.93
XGBoost	2w_5000a_0.05	31671.85
XGBoost	2w_5000a_0.05	31588.46
XGBoost	2w_5000a_0.05	31564.41
XGBoost	2w_5000a_0.05	31580.41
XGBoost	2w_5000a_0.05	31590.14
XGBoost	2w_5000a_0.05	31587.79
XGBoost	2w_5000a_0.05	31550.66
XGBoost	2w_5000a_0.05	31596.41
XGBoost	2w_5000a_0.05	31461.88
XGBoost	2w_5000a_0.05	31570.73
XGBoost	2w_5000a_0.05	31520.18
XGBoost	2w_5000a_0.05	31615.68
XGBoost	2w_5000a_0.05	31546.88
XGBoost	2w_5000a_0.05	31571.02
XGBoost	2w_5000a_0.05	31521.54
XGBoost	2w_5000a_0.05	31656.09
XGBoost	2w_5000a_0.05	31505.28
XGBoost	2w_5000a_0.05	31617.44
XGBoost	2w_5000a_0.05	31603.49
XGBoost	2w_5000a_0.05	31646.62
XGBoost	2w_5000a_0.05	31553.14
XGBoost	2w_5000a_0.1	29962.27
XGBoost	2w_5000a_0.1	29935.39
XGBoost	2w_5000a_0.1	31052.54
XGBoost	2w_5000a_0.1	29806.36
XGBoost	2w_5000a_0.1	29888.5
XGBoost	2w_5000a_0.1	29909.16
XGBoost	2w_5000a_0.1	31386.18
XGBoost	2w_5000a_0.1	31271.81
XGBoost	2w_5000a_0.1	29988.49
XGBoost	2w_5000a_0.1	31364.35
XGBoost	2w_5000a_0.1	29924.62
XGBoost	2w_5000a_0.1	29971.83
XGBoost	2w_5000a_0.1	29903.6
XGBoost	2w_5000a_0.1	31153.37
XGBoost	2w_5000a_0.1	29897.21
XGBoost	2w_5000a_0.1	29903.79
XGBoost	2w_5000a_0.1	29929.96
XGBoost	2w_5000a_0.1	31358.82
XGBoost	2w_5000a_0.1	31229.62
XGBoost	2w_5000a_0.1	29927.43
XGBoost	2w_5000a_0.1	29937.27
XGBoost	2w_5000a_0.1	29982.32
XGBoost	2w_5000a_0.1	29809.03
XGBoost	2w_5000a_0.1	29938.98
XGBoost	2w_5000a_0.1	29897.1
XGBoost	2w_5000a_0.1	29914.95
XGBoost	2w_5000a_0.1	29866.0
XGBoost	2w_5000a_0.1	29934.47
XGBoost	2w_5000a_0.1	29971.48
XGBoost	2w_5000a_0.1	31281.83
XGBoost	2w_5000a_0.2	28643.57
XGBoost	2w_5000a_0.2	28700.33
XGBoost	2w_5000a_0.2	28680.52
XGBoost	2w_5000a_0.2	28609.95
XGBoost	2w_5000a_0.2	28703.37
XGBoost	2w_5000a_0.2	28588.97
XGBoost	2w_5000a_0.2	28604.87
XGBoost	2w_5000a_0.2	28682.88
XGBoost	2w_5000a_0.2	28698.71
XGBoost	2w_5000a_0.2	28630.19
XGBoost	2w_5000a_0.2	28681.38
XGBoost	2w_5000a_0.2	28729.37
XGBoost	2w_5000a_0.2	30076.62
XGBoost	2w_5000a_0.2	28674.57
XGBoost	2w_5000a_0.2	28644.55
XGBoost	2w_5000a_0.2	28599.71
XGBoost	2w_5000a_0.2	28607.72
XGBoost	2w_5000a_0.2	28651.54
XGBoost	2w_5000a_0.2	28647.28
XGBoost	2w_5000a_0.2	28716.77
XGBoost	2w_5000a_0.2	28624.42
XGBoost	2w_5000a_0.2	28646.68
XGBoost	2w_5000a_0.2	28707.61
XGBoost	2w_5000a_0.2	28671.67
XGBoost	2w_5000a_0.2	28679.58
XGBoost	2w_5000a_0.2	28607.02
XGBoost	2w_5000a_0.2	28610.04
XGBoost	2w_5000a_0.2	28583.73
XGBoost	2w_5000a_0.2	28652.51
XGBoost	2w_5000a_0.2	28610.18
XGBoost	2w_5000a_0.4	31654.8
XGBoost	2w_5000a_0.4	31384.6
XGBoost	2w_5000a_0.4	31701.79
XGBoost	2w_5000a_0.4	31815.99
XGBoost	2w_5000a_0.4	31689.59
XGBoost	2w_5000a_0.4	31772.86
XGBoost	2w_5000a_0.4	31696.88
XGBoost	2w_5000a_0.4	31740.37
XGBoost	2w_5000a_0.4	31856.49
XGBoost	2w_5000a_0.4	31757.0
XGBoost	2w_5000a_0.4	31725.86
XGBoost	2w_5000a_0.4	31763.52
XGBoost	2w_5000a_0.4	32051.86
XGBoost	2w_5000a_0.4	31676.91
XGBoost	2w_5000a_0.4	31394.77
XGBoost	2w_5000a_0.4	31827.02
XGBoost	2w_5000a_0.4	32253.48
XGBoost	2w_5000a_0.4	31733.2
XGBoost	2w_5000a_0.4	31719.26
XGBoost	2w_5000a_0.4	31655.34
XGBoost	2w_5000a_0.4	31708.13
XGBoost	2w_5000a_0.4	31779.36
XGBoost	2w_5000a_0.4	31746.51
XGBoost	2w_5000a_0.4	31765.47
XGBoost	2w_5000a_0.4	31701.51
XGBoost	2w_5000a_0.4	31691.42
XGBoost	2w_5000a_0.4	31754.98
XGBoost	2w_5000a_0.4	31761.33
XGBoost	2w_5000a_0.4	31721.49
XGBoost	2w_5000a_0.4	31745.31
LR	2w_10a_0.05	4.79
LR	2w_10a_0.05	5.51
LR	2w_10a_0.05	4.93
LR	2w_10a_0.05	4.7
LR	2w_10a_0.05	5.04
LR	2w_10a_0.05	4.35
LR	2w_10a_0.05	4.48
LR	2w_10a_0.05	5.35
LR	2w_10a_0.05	5.0
LR	2w_10a_0.05	4.96
LR	2w_10a_0.05	4.94
LR	2w_10a_0.05	5.23
LR	2w_10a_0.05	4.95
LR	2w_10a_0.05	5.3
LR	2w_10a_0.05	4.71
LR	2w_10a_0.05	5.02
LR	2w_10a_0.05	5.29
LR	2w_10a_0.05	4.66
LR	2w_10a_0.05	5.02
LR	2w_10a_0.05	4.83
LR	2w_10a_0.05	4.99
LR	2w_10a_0.05	4.78
LR	2w_10a_0.05	4.7
LR	2w_10a_0.05	6.58
LR	2w_10a_0.05	4.69
LR	2w_10a_0.05	4.22
LR	2w_10a_0.05	5.17
LR	2w_10a_0.05	4.64
LR	2w_10a_0.05	4.74
LR	2w_10a_0.05	4.7
LR	2w_10a_0.1	6.39
LR	2w_10a_0.1	6.28
LR	2w_10a_0.1	6.17
LR	2w_10a_0.1	5.99
LR	2w_10a_0.1	7.18
LR	2w_10a_0.1	7.92
LR	2w_10a_0.1	6.43
LR	2w_10a_0.1	6.43
LR	2w_10a_0.1	6.72
LR	2w_10a_0.1	5.6
LR	2w_10a_0.1	6.0
LR	2w_10a_0.1	6.0
LR	2w_10a_0.1	6.78
LR	2w_10a_0.1	5.98
LR	2w_10a_0.1	5.69
LR	2w_10a_0.1	7.83
LR	2w_10a_0.1	6.38
LR	2w_10a_0.1	6.34
LR	2w_10a_0.1	5.9
LR	2w_10a_0.1	5.72
LR	2w_10a_0.1	6.7
LR	2w_10a_0.1	5.52
LR	2w_10a_0.1	5.94
LR	2w_10a_0.1	6.27
LR	2w_10a_0.1	6.15
LR	2w_10a_0.1	5.98
LR	2w_10a_0.1	6.04
LR	2w_10a_0.1	7.24
LR	2w_10a_0.1	5.74
LR	2w_10a_0.1	6.13
LR	2w_10a_0.2	5.08
LR	2w_10a_0.2	5.63
LR	2w_10a_0.2	5.16
LR	2w_10a_0.2	4.63
LR	2w_10a_0.2	4.77
LR	2w_10a_0.2	4.8
LR	2w_10a_0.2	5.54
LR	2w_10a_0.2	5.18
LR	2w_10a_0.2	5.11
LR	2w_10a_0.2	5.76
LR	2w_10a_0.2	4.78
LR	2w_10a_0.2	5.14
LR	2w_10a_0.2	5.15
LR	2w_10a_0.2	5.19
LR	2w_10a_0.2	4.57
LR	2w_10a_0.2	5.04
LR	2w_10a_0.2	5.35
LR	2w_10a_0.2	4.65
LR	2w_10a_0.2	6.83
LR	2w_10a_0.2	4.98
LR	2w_10a_0.2	5.02
LR	2w_10a_0.2	4.89
LR	2w_10a_0.2	4.88
LR	2w_10a_0.2	7.77
LR	2w_10a_0.2	5.02
LR	2w_10a_0.2	5.07
LR	2w_10a_0.2	4.78
LR	2w_10a_0.2	5.07
LR	2w_10a_0.2	4.67
LR	2w_10a_0.2	4.76
LR	2w_10a_0.4	4.27
LR	2w_10a_0.4	5.92
LR	2w_10a_0.4	5.25
LR	2w_10a_0.4	6.1
LR	2w_10a_0.4	5.44
LR	2w_10a_0.4	5.37
LR	2w_10a_0.4	6.79
LR	2w_10a_0.4	6.27
LR	2w_10a_0.4	5.08
LR	2w_10a_0.4	3.8
LR	2w_10a_0.4	4.33
LR	2w_10a_0.4	4.19
LR	2w_10a_0.4	6.12
LR	2w_10a_0.4	4.4
LR	2w_10a_0.4	5.02
LR	2w_10a_0.4	4.66
LR	2w_10a_0.4	4.89
LR	2w_10a_0.4	4.14
LR	2w_10a_0.4	4.82
LR	2w_10a_0.4	4.82
LR	2w_10a_0.4	4.7
LR	2w_10a_0.4	4.68
LR	2w_10a_0.4	5.19
LR	2w_10a_0.4	4.53
LR	2w_10a_0.4	6.08
LR	2w_10a_0.4	5.21
LR	2w_10a_0.4	5.2
LR	2w_10a_0.4	4.77
LR	2w_10a_0.4	5.25
LR	2w_10a_0.4	6.48
LR	2w_100a_0.05	27.22
LR	2w_100a_0.05	28.0
LR	2w_100a_0.05	27.03
LR	2w_100a_0.05	34.93
LR	2w_100a_0.05	28.01
LR	2w_100a_0.05	27.7
LR	2w_100a_0.05	26.83
LR	2w_100a_0.05	32.71
LR	2w_100a_0.05	31.72
LR	2w_100a_0.05	31.74
LR	2w_100a_0.05	27.78
LR	2w_100a_0.05	29.86
LR	2w_100a_0.05	37.08
LR	2w_100a_0.05	26.46
LR	2w_100a_0.05	26.23
LR	2w_100a_0.05	28.08
LR	2w_100a_0.05	27.3
LR	2w_100a_0.05	41.38
LR	2w_100a_0.05	32.17
LR	2w_100a_0.05	32.9
LR	2w_100a_0.05	41.76
LR	2w_100a_0.05	29.11
LR	2w_100a_0.05	27.68
LR	2w_100a_0.05	26.19
LR	2w_100a_0.05	28.86
LR	2w_100a_0.05	37.54
LR	2w_100a_0.05	28.44
LR	2w_100a_0.05	30.42
LR	2w_100a_0.05	33.96
LR	2w_100a_0.05	25.66
LR	2w_100a_0.1	36.38
LR	2w_100a_0.1	32.42
LR	2w_100a_0.1	27.42
LR	2w_100a_0.1	28.53
LR	2w_100a_0.1	28.45
LR	2w_100a_0.1	30.46
LR	2w_100a_0.1	36.18
LR	2w_100a_0.1	26.9
LR	2w_100a_0.1	29.69
LR	2w_100a_0.1	27.63
LR	2w_100a_0.1	24.82
LR	2w_100a_0.1	30.03
LR	2w_100a_0.1	32.81
LR	2w_100a_0.1	26.2
LR	2w_100a_0.1	39.37
LR	2w_100a_0.1	31.37
LR	2w_100a_0.1	35.44
LR	2w_100a_0.1	36.67
LR	2w_100a_0.1	29.3
LR	2w_100a_0.1	40.87
LR	2w_100a_0.1	32.55
LR	2w_100a_0.1	37.91
LR	2w_100a_0.1	30.62
LR	2w_100a_0.1	39.75
LR	2w_100a_0.1	28.32
LR	2w_100a_0.1	28.63
LR	2w_100a_0.1	27.12
LR	2w_100a_0.1	34.04
LR	2w_100a_0.1	28.87
LR	2w_100a_0.1	26.8
LR	2w_100a_0.2	40.61
LR	2w_100a_0.2	32.62
LR	2w_100a_0.2	29.6
LR	2w_100a_0.2	28.13
LR	2w_100a_0.2	29.24
LR	2w_100a_0.2	30.72
LR	2w_100a_0.2	38.21
LR	2w_100a_0.2	46.53
LR	2w_100a_0.2	28.78
LR	2w_100a_0.2	35.03
LR	2w_100a_0.2	40.02
LR	2w_100a_0.2	29.31
LR	2w_100a_0.2	28.75
LR	2w_100a_0.2	34.45
LR	2w_100a_0.2	59.67
LR	2w_100a_0.2	47.57
LR	2w_100a_0.2	44.51
LR	2w_100a_0.2	41.36
LR	2w_100a_0.2	46.85
LR	2w_100a_0.2	40.73
LR	2w_100a_0.2	42.73
LR	2w_100a_0.2	47.49
LR	2w_100a_0.2	37.21
LR	2w_100a_0.2	48.32
LR	2w_100a_0.2	30.74
LR	2w_100a_0.2	33.36
LR	2w_100a_0.2	41.16
LR	2w_100a_0.2	31.36
LR	2w_100a_0.2	33.68
LR	2w_100a_0.2	35.69
LR	2w_100a_0.4	27.24
LR	2w_100a_0.4	34.35
LR	2w_100a_0.4	39.3
LR	2w_100a_0.4	31.41
LR	2w_100a_0.4	29.99
LR	2w_100a_0.4	32.59
LR	2w_100a_0.4	30.71
LR	2w_100a_0.4	31.56
LR	2w_100a_0.4	32.34
LR	2w_100a_0.4	26.99
LR	2w_100a_0.4	28.2
LR	2w_100a_0.4	30.37
LR	2w_100a_0.4	35.95
LR	2w_100a_0.4	31.56
LR	2w_100a_0.4	27.18
LR	2w_100a_0.4	29.05
LR	2w_100a_0.4	30.61
LR	2w_100a_0.4	25.29
LR	2w_100a_0.4	25.31
LR	2w_100a_0.4	31.63
LR	2w_100a_0.4	34.03
LR	2w_100a_0.4	24.62
LR	2w_100a_0.4	36.08
LR	2w_100a_0.4	26.27
LR	2w_100a_0.4	36.36
LR	2w_100a_0.4	35.09
LR	2w_100a_0.4	40.49
LR	2w_100a_0.4	38.97
LR	2w_100a_0.4	44.72
LR	2w_100a_0.4	39.08
LR	2w_1000a_0.05	1763.99
LR	2w_1000a_0.05	1676.2
LR	2w_1000a_0.05	2451.93
LR	2w_1000a_0.05	2174.45
LR	2w_1000a_0.05	2549.91
LR	2w_1000a_0.05	2317.92
LR	2w_1000a_0.05	2188.14
LR	2w_1000a_0.05	1642.47
LR	2w_1000a_0.05	1774.84
LR	2w_1000a_0.05	3185.48
LR	2w_1000a_0.05	2177.58
LR	2w_1000a_0.05	1836.14
LR	2w_1000a_0.05	1978.76
LR	2w_1000a_0.05	2657.55
LR	2w_1000a_0.05	1690.36
LR	2w_1000a_0.05	1630.68
LR	2w_1000a_0.05	2826.05
LR	2w_1000a_0.05	2401.66
LR	2w_1000a_0.05	2237.6
LR	2w_1000a_0.05	1743.72
LR	2w_1000a_0.05	2436.17
LR	2w_1000a_0.05	1693.02
LR	2w_1000a_0.05	2273.37
LR	2w_1000a_0.05	2190.69
LR	2w_1000a_0.05	2275.37
LR	2w_1000a_0.05	2015.4
LR	2w_1000a_0.05	1664.42
LR	2w_1000a_0.05	1781.94
LR	2w_1000a_0.05	1795.54
LR	2w_1000a_0.05	1828.45
LR	2w_1000a_0.1	875.95
LR	2w_1000a_0.1	891.5
LR	2w_1000a_0.1	987.94
LR	2w_1000a_0.1	950.35
LR	2w_1000a_0.1	925.29
LR	2w_1000a_0.1	1018.04
LR	2w_1000a_0.1	993.25
LR	2w_1000a_0.1	1057.49
LR	2w_1000a_0.1	959.09
LR	2w_1000a_0.1	885.26
LR	2w_1000a_0.1	1024.98
LR	2w_1000a_0.1	971.48
LR	2w_1000a_0.1	972.98
LR	2w_1000a_0.1	939.99
LR	2w_1000a_0.1	928.47
LR	2w_1000a_0.1	1103.78
LR	2w_1000a_0.1	907.13
LR	2w_1000a_0.1	1093.16
LR	2w_1000a_0.1	1039.36
LR	2w_1000a_0.1	1033.57
LR	2w_1000a_0.1	1119.13
LR	2w_1000a_0.1	1002.64
LR	2w_1000a_0.1	1045.11
LR	2w_1000a_0.1	989.64
LR	2w_1000a_0.1	1034.62
LR	2w_1000a_0.1	872.78
LR	2w_1000a_0.1	927.6
LR	2w_1000a_0.1	948.72
LR	2w_1000a_0.1	997.68
LR	2w_1000a_0.1	1003.85
LR	2w_1000a_0.2	998.99
LR	2w_1000a_0.2	856.14
LR	2w_1000a_0.2	962.15
LR	2w_1000a_0.2	1034.43
LR	2w_1000a_0.2	945.03
LR	2w_1000a_0.2	747.73
LR	2w_1000a_0.2	1039.58
LR	2w_1000a_0.2	661.17
LR	2w_1000a_0.2	1171.74
LR	2w_1000a_0.2	866.36
LR	2w_1000a_0.2	946.43
LR	2w_1000a_0.2	1044.01
LR	2w_1000a_0.2	696.32
LR	2w_1000a_0.2	1083.57
LR	2w_1000a_0.2	887.84
LR	2w_1000a_0.2	831.42
LR	2w_1000a_0.2	1052.69
LR	2w_1000a_0.2	857.35
LR	2w_1000a_0.2	1115.2
LR	2w_1000a_0.2	1037.29
LR	2w_1000a_0.2	994.41
LR	2w_1000a_0.2	1107.82
LR	2w_1000a_0.2	798.6
LR	2w_1000a_0.2	721.52
LR	2w_1000a_0.2	1106.81
LR	2w_1000a_0.2	618.41
LR	2w_1000a_0.2	961.54
LR	2w_1000a_0.2	832.97
LR	2w_1000a_0.2	1158.84
LR	2w_1000a_0.2	707.35
LR	2w_1000a_0.4	2435.04
LR	2w_1000a_0.4	1636.43
LR	2w_1000a_0.4	1438.24
LR	2w_1000a_0.4	907.06
LR	2w_1000a_0.4	1068.5
LR	2w_1000a_0.4	1541.5
LR	2w_1000a_0.4	1255.5
LR	2w_1000a_0.4	954.38
LR	2w_1000a_0.4	2257.38
LR	2w_1000a_0.4	2648.86
LR	2w_1000a_0.4	2307.04
LR	2w_1000a_0.4	2427.56
LR	2w_1000a_0.4	1027.26
LR	2w_1000a_0.4	1860.63
LR	2w_1000a_0.4	2318.02
LR	2w_1000a_0.4	2545.23
LR	2w_1000a_0.4	2078.68
LR	2w_1000a_0.4	1691.68
LR	2w_1000a_0.4	1745.92
LR	2w_1000a_0.4	2082.43
LR	2w_1000a_0.4	2639.61
LR	2w_1000a_0.4	1745.64
LR	2w_1000a_0.4	1668.15
LR	2w_1000a_0.4	2208.88
LR	2w_1000a_0.4	1294.99
LR	2w_1000a_0.4	1543.06
LR	2w_1000a_0.4	1545.63
LR	2w_1000a_0.4	1465.46
LR	2w_1000a_0.4	1545.24
LR	2w_1000a_0.4	1512.48
LR	2w_5000a_0.05	597.21
LR	2w_5000a_0.05	404.03
LR	2w_5000a_0.05	525.5
LR	2w_5000a_0.05	650.16
LR	2w_5000a_0.05	521.82
LR	2w_5000a_0.05	634.57
LR	2w_5000a_0.05	609.77
LR	2w_5000a_0.05	410.37
LR	2w_5000a_0.05	597.54
LR	2w_5000a_0.05	539.39
LR	2w_5000a_0.05	395.82
LR	2w_5000a_0.05	726.66
LR	2w_5000a_0.05	682.51
LR	2w_5000a_0.05	621.29
LR	2w_5000a_0.05	632.23
LR	2w_5000a_0.05	609.99
LR	2w_5000a_0.05	555.62
LR	2w_5000a_0.05	651.89
LR	2w_5000a_0.05	527.62
LR	2w_5000a_0.05	604.61
LR	2w_5000a_0.05	585.78
LR	2w_5000a_0.05	393.68
LR	2w_5000a_0.05	401.39
LR	2w_5000a_0.05	402.05
LR	2w_5000a_0.05	602.5
LR	2w_5000a_0.05	782.67
LR	2w_5000a_0.05	404.65
LR	2w_5000a_0.05	551.83
LR	2w_5000a_0.05	437.2
LR	2w_5000a_0.05	590.86
LR	2w_5000a_0.1	786.63
LR	2w_5000a_0.1	450.94
LR	2w_5000a_0.1	446.49
LR	2w_5000a_0.1	765.02
LR	2w_5000a_0.1	712.38
LR	2w_5000a_0.1	455.9
LR	2w_5000a_0.1	640.94
LR	2w_5000a_0.1	788.76
LR	2w_5000a_0.1	755.6
LR	2w_5000a_0.1	475.5
LR	2w_5000a_0.1	743.32
LR	2w_5000a_0.1	678.89
LR	2w_5000a_0.1	751.57
LR	2w_5000a_0.1	672.02
LR	2w_5000a_0.1	666.06
LR	2w_5000a_0.1	737.77
LR	2w_5000a_0.1	774.56
LR	2w_5000a_0.1	739.65
LR	2w_5000a_0.1	778.94
LR	2w_5000a_0.1	796.46
LR	2w_5000a_0.1	723.29
LR	2w_5000a_0.1	750.98
LR	2w_5000a_0.1	444.73
LR	2w_5000a_0.1	452.1
LR	2w_5000a_0.1	756.55
LR	2w_5000a_0.1	449.57
LR	2w_5000a_0.1	447.9
LR	2w_5000a_0.1	772.55
LR	2w_5000a_0.1	767.09
LR	2w_5000a_0.1	762.28
LR	2w_5000a_0.2	684.86
LR	2w_5000a_0.2	703.31
LR	2w_5000a_0.2	479.25
LR	2w_5000a_0.2	648.83
LR	2w_5000a_0.2	626.16
LR	2w_5000a_0.2	482.99
LR	2w_5000a_0.2	485.35
LR	2w_5000a_0.2	667.17
LR	2w_5000a_0.2	485.47
LR	2w_5000a_0.2	602.3
LR	2w_5000a_0.2	482.49
LR	2w_5000a_0.2	642.31
LR	2w_5000a_0.2	634.94
LR	2w_5000a_0.2	483.62
LR	2w_5000a_0.2	642.01
LR	2w_5000a_0.2	679.19
LR	2w_5000a_0.2	719.13
LR	2w_5000a_0.2	691.17
LR	2w_5000a_0.2	672.28
LR	2w_5000a_0.2	640.14
LR	2w_5000a_0.2	726.61
LR	2w_5000a_0.2	712.65
LR	2w_5000a_0.2	640.49
LR	2w_5000a_0.2	482.07
LR	2w_5000a_0.2	481.4
LR	2w_5000a_0.2	624.82
LR	2w_5000a_0.2	491.16
LR	2w_5000a_0.2	685.66
LR	2w_5000a_0.2	697.25
LR	2w_5000a_0.2	659.03
LR	2w_5000a_0.4	612.19
LR	2w_5000a_0.4	753.24
LR	2w_5000a_0.4	658.74
LR	2w_5000a_0.4	721.81
LR	2w_5000a_0.4	428.26
LR	2w_5000a_0.4	719.57
LR	2w_5000a_0.4	694.82
LR	2w_5000a_0.4	543.45
LR	2w_5000a_0.4	727.3
LR	2w_5000a_0.4	429.79
LR	2w_5000a_0.4	707.05
LR	2w_5000a_0.4	660.97
LR	2w_5000a_0.4	434.61
LR	2w_5000a_0.4	753.07
LR	2w_5000a_0.4	486.01
LR	2w_5000a_0.4	441.44
LR	2w_5000a_0.4	747.34
LR	2w_5000a_0.4	403.47
LR	2w_5000a_0.4	633.88
LR	2w_5000a_0.4	666.92
LR	2w_5000a_0.4	395.91
LR	2w_5000a_0.4	528.84
LR	2w_5000a_0.4	412.59
LR	2w_5000a_0.4	595.58
LR	2w_5000a_0.4	731.69
LR	2w_5000a_0.4	429.71
LR	2w_5000a_0.4	717.3
LR	2w_5000a_0.4	701.86
LR	2w_5000a_0.4	422.75
LR	2w_5000a_0.4	424.78
